   3.3200000e+02   1.3000000e+01
   4.5500000e+02   1.2000000e+01
   3.4700000e+02   1.2000000e+01
   3.1400000e+02   1.1000000e+01
   2.2600000e+02   1.1000000e+01
   2.5200000e+02   1.1000000e+01
   2.6500000e+02   1.2000000e+01
   1.6000000e+02   1.1000000e+01
   2.0600000e+02   1.3000000e+01
   2.9200000e+02   1.2000000e+01
   1.5700000e+02   1.1000000e+01
   2.6200000e+02   1.2000000e+01
   3.1100000e+02   1.5000000e+01
   2.6400000e+02   1.1000000e+01
   2.1000000e+02   1.0000000e+01
   3.7300000e+02   1.1000000e+01
   4.1500000e+02   1.1000000e+01
   1.0000000e+02   1.0000000e+01
   4.1000000e+01   1.1000000e+01
   1.7200000e+02   1.3000000e+01
   9.9000000e+01   1.0000000e+01
   1.5700000e+02   1.1000000e+01
   2.4200000e+02   1.2000000e+01
   2.8800000e+02   5.0000000e+00
   2.3800000e+02   1.0000000e+01
   2.2300000e+02   1.1000000e+01
   4.1600000e+02   9.0000000e+00
   2.5500000e+02   1.0000000e+01
   2.2900000e+02   1.0000000e+01
   4.0600000e+02   9.0000000e+00
   2.1300000e+02   1.1000000e+01
   1.7400000e+02   1.2000000e+01
   2.7300000e+02   1.1000000e+01
   1.1100000e+02   1.1000000e+01
   1.6100000e+02   1.5000000e+01
   1.2600000e+02   1.0000000e+01
   1.4300000e+02   1.0000000e+01
   1.4500000e+02   1.0000000e+01
   3.5800000e+02   1.7000000e+01
   2.3100000e+02   1.0000000e+01
   1.5800000e+02   1.2000000e+01
   2.4300000e+02   1.5000000e+01
   1.2300000e+02   1.3000000e+01
   1.2000000e+02   1.1000000e+01
   2.1400000e+02   1.2000000e+01
   2.6200000e+02   1.2000000e+01
   4.1700000e+02   1.0000000e+01
   5.9400000e+02   9.0000000e+00
   9.3000000e+01   1.2000000e+01
   2.7500000e+02   1.2000000e+01
   8.6000000e+01   1.3000000e+01
   1.6100000e+02   1.3000000e+01
   3.4700000e+02   1.1000000e+01
   2.1100000e+02   1.3000000e+01
   4.2100000e+02   1.1000000e+01
   3.1900000e+02   9.0000000e+00
   4.3700000e+02   1.1000000e+01
   1.1400000e+02   1.1000000e+01
   2.8600000e+02   1.1000000e+01
   1.2200000e+02   1.0000000e+01
   8.7700000e+02   1.7000000e+01
   7.1100000e+02   1.1000000e+01
   1.7200000e+02   1.1000000e+01
   4.1500000e+02   1.2000000e+01
   3.2300000e+02   1.4000000e+01
   2.5800000e+02   1.1000000e+01
   2.4400000e+02   1.1000000e+01
   1.6700000e+02   1.1000000e+01
   2.2900000e+02   1.2000000e+01
   1.6400000e+02   1.1000000e+01
   2.3600000e+02   1.4000000e+01
   1.1400000e+02   1.0000000e+01
   3.1200000e+02   1.5000000e+01
   3.1900000e+02   9.0000000e+00
   3.0500000e+02   1.2000000e+01
   2.4300000e+02   1.4000000e+01
   5.0300000e+02   1.6000000e+01
   2.8500000e+02   1.2000000e+01
   2.7100000e+02   1.1000000e+01
   1.0000000e+00   1.4000000e+01
   4.5700000e+02   1.4000000e+01
   1.8500000e+02   1.4000000e+01
   1.7500000e+02   1.3000000e+01
   6.3600000e+02   1.1000000e+01
   2.5600000e+02   9.0000000e+00
   3.6700000e+02   1.2000000e+01
   2.5800000e+02   1.1000000e+01
   4.4000000e+01   1.1000000e+01
   1.1300000e+02   1.1000000e+01
   7.1000000e+01   1.2000000e+01
   1.0700000e+02   1.1000000e+01
   2.2300000e+02   9.0000000e+00
   3.3800000e+02   1.5000000e+01
   2.3500000e+02   1.2000000e+01
   1.6200000e+02   1.2000000e+01
   4.4200000e+02   1.1000000e+01
   2.0800000e+02   1.0000000e+01
   1.3500000e+02   1.0000000e+01
   2.1400000e+02   9.0000000e+00
   1.1400000e+02   1.2000000e+01
   1.7500000e+02   1.2000000e+01
   1.4100000e+02   1.4000000e+01
   1.9200000e+02   1.3000000e+01
   1.1200000e+02   1.2000000e+01
   2.4100000e+02   1.1000000e+01
   1.2800000e+02   1.2000000e+01
   1.2800000e+02   1.3000000e+01
   1.6000000e+02   1.0000000e+01
   2.4100000e+02   1.1000000e+01
   3.5800000e+02   1.3000000e+01
   1.4000000e+02   1.0000000e+01
   8.6000000e+01   1.1000000e+01
   5.6000000e+02   1.1000000e+01
   2.0200000e+02   1.2000000e+01
   4.2300000e+02   1.7000000e+01
   1.1100000e+02   1.1000000e+01
   3.2900000e+02   1.3000000e+01
   3.5400000e+02   1.2000000e+01
   1.3300000e+02   1.1000000e+01
   6.0000000e+01   9.0000000e+00
   1.1200000e+02   1.0000000e+01
   1.0600000e+02   1.2000000e+01
   1.9800000e+02   1.1000000e+01
   1.1500000e+02   1.2000000e+01
   3.9500000e+02   1.0000000e+01
   1.7100000e+02   1.3000000e+01
